調查日期,國道名稱,國道編號,方向 ,樁號,里程,匝道編號,匝道編號 (舊),交流道名稱,匝道中文描述,出入國道,鋪面種類,與匝道起點距離,原始坐標E,原始坐標N,經緯度坐標Lon,經緯度坐標Lat,路幅寬,車道數,車道1寬,車道2寬,車道3寬,車道4寬,槽化區,槽化區寬,方位角,曲率半徑,縱向坡度,橫向坡度
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,230,204639.233,2666505.585,120.55380420,24.10302976,14.580,3,3.676,3.663,3.582,0.000,無,0.000,3.088,2550.895,-0.003,-0.021
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,240,204639.749,2666495.634,120.55380959,24.10293993,14.583,3,3.671,3.668,3.537,0.000,無,0.000,3.092,11631.680,-0.003,-0.021
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,250,204640.247,2666485.655,120.55381480,24.10284984,14.612,3,3.650,3.647,3.611,0.000,無,0.000,3.093,34404886.000,-0.005,-0.022
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,260,204640.735,2666475.667,120.55381991,24.10275967,14.652,3,3.714,3.642,3.642,0.000,無,0.000,3.093,,-0.004,-0.024
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,270,204641.202,2666465.678,120.55382482,24.10266949,14.712,3,3.799,3.633,3.657,0.000,無,0.000,3.093,68778247.000,-0.004,-0.027
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,280,204641.556,2666455.683,120.55382861,24.10257926,14.890,3,3.956,3.682,3.606,0.000,無,0.000,3.093,,-0.004,-0.031
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NC000,14,彰化系統交流道,,,柔性,287.445,204651.539,2666448.719,120.55392703,24.10251666,15.050,3,4.046,3.769,3.568,0.000,無,0.000,0.000,,,-0.034
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,0,204200.500,2665950.484,120.54950619,24.09800500,9.770,2,3.804,3.619,0.000,0.000,無,0.000,1.467,16242.260,-0.001,0.026
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,10,204211.476,2665941.697,120.54961443,24.09792598,9.769,2,3.698,3.616,0.000,0.000,有,0.179,1.466,71898.030,-0.003,0.024
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,20,204221.426,2665942.699,120.54971227,24.09793531,9.821,2,3.677,3.653,0.000,0.000,有,0.285,1.466,1916.403,-0.001,0.023
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,30,204231.368,2665943.765,120.54981002,24.09794523,9.813,2,3.672,3.685,0.000,0.000,有,0.388,1.461,2996.598,-0.001,0.023
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,40,204241.355,2665944.836,120.54990822,24.09795518,9.844,2,3.697,3.659,0.000,0.000,有,0.566,1.458,4070.489,-0.001,0.022
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,50,204251.308,2665945.969,120.55000609,24.09796570,9.838,2,3.679,3.670,0.000,0.000,有,0.722,1.455,2534.466,-0.002,0.018
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,60,204261.260,2665947.138,120.55010393,24.09797655,9.817,2,3.686,3.648,0.000,0.000,有,0.857,1.451,1432.018,-0.002,0.016
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,70,204271.215,2665948.426,120.55020181,24.09798846,9.723,2,3.658,3.669,0.000,0.000,有,1.005,1.444,2155.420,-0.002,0.017
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,80,204281.163,2665949.758,120.55029962,24.09800078,9.640,2,3.611,3.691,0.000,0.000,有,1.173,1.440,1338.136,0.000,0.016
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,90,204291.090,2665951.111,120.55039722,24.09801329,9.596,2,3.622,3.668,0.000,0.000,有,1.280,1.432,2033.529,0.000,0.015
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,100,204301.028,2665952.523,120.55049492,24.09802632,9.568,2,3.598,3.688,0.000,0.000,有,1.313,1.427,8690.110,0.001,0.013
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,110,204310.954,2665953.962,120.55059251,24.09803960,9.589,2,3.652,3.673,0.000,0.000,有,1.280,1.426,11636.370,0.000,0.012
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,120,204320.850,2665955.399,120.55068980,24.09805286,9.605,2,3.690,3.663,0.000,0.000,有,1.366,1.427,16429.980,0.001,0.012
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,130,204330.741,2665956.827,120.55078704,24.09806605,9.613,2,3.683,3.677,0.000,0.000,有,1.467,1.428,25573.690,0.002,0.012
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,140,204340.625,2665958.265,120.55088422,24.09807932,9.595,2,3.659,3.695,0.000,0.000,有,1.583,1.427,6973.990,0.003,0.011
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,150,204350.541,2665959.708,120.55098171,24.09809263,9.578,2,3.655,3.678,0.000,0.000,有,1.699,1.426,3472.609,0.004,0.010
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,160,204360.422,2665961.136,120.55107884,24.09810581,9.596,2,3.671,3.666,0.000,0.000,有,1.790,1.429,5210.261,0.006,0.011
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,170,204370.317,2665962.577,120.55117613,24.09811910,9.564,2,3.663,3.659,0.000,0.000,有,1.919,1.427,7379.790,0.004,0.012
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,180,204380.232,2665964.019,120.55127361,24.09813241,9.572,2,3.679,3.658,0.000,0.000,有,2.010,1.425,57672.760,0.004,0.013
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,190,204390.128,2665965.455,120.55137090,24.09814566,9.591,2,3.701,3.649,0.000,0.000,有,2.271,1.425,40795.110,0.004,0.014
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,200,204400.024,2665966.891,120.55146819,24.09815892,9.598,2,3.699,3.647,0.000,0.000,有,2.566,1.425,13412.380,0.004,0.013
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,210,204409.925,2665968.338,120.55156553,24.09817226,9.599,2,3.699,3.641,0.000,0.000,有,2.858,1.424,2078.201,0.005,0.014
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,220,204419.821,2665969.808,120.55166282,24.09818582,10.994,2,3.697,3.639,0.000,0.000,無,0.000,1.420,3819.919,0.010,0.015
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,230,204429.734,2665971.308,120.55176029,24.09819965,10.974,2,3.695,3.644,0.000,0.000,無,0.000,1.417,1211.718,0.012,0.013
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,240,204439.677,2665972.835,120.55185803,24.09821372,10.935,2,3.658,3.663,0.000,0.000,無,0.000,1.409,2412.320,0.015,0.014
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,250,204449.578,2665974.425,120.55195536,24.09822837,10.897,2,3.704,3.659,0.000,0.000,無,0.000,1.405,3335.996,0.019,0.013
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,260,204459.448,2665976.030,120.55205240,24.09824314,10.887,2,3.731,3.633,0.000,0.000,無,0.000,1.402,8396.212,0.025,0.015
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,270,204469.329,2665977.722,120.55214954,24.09825871,10.907,2,3.711,3.655,0.000,0.000,無,0.000,1.400,2483.308,0.027,0.019
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,280,204479.177,2665979.463,120.55224635,24.09827471,10.927,2,3.725,3.649,0.000,0.000,無,0.000,1.396,1562.911,0.032,0.021
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,290,204489.047,2665981.239,120.55234337,24.09829103,10.976,2,3.663,3.707,0.000,0.000,無,0.000,1.390,1407.925,0.035,0.022
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,300,204498.934,2665983.042,120.55244056,24.09830760,10.998,2,3.686,3.681,0.000,0.000,無,0.000,1.383,2600.499,0.041,0.022
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,310,204508.801,2665984.874,120.55253756,24.09832442,10.910,2,3.714,3.651,0.000,0.000,無,0.000,1.379,2098.215,0.040,0.023
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,320,204518.657,2665986.743,120.55263444,24.09834158,10.908,2,3.719,3.630,0.000,0.000,有,1.767,1.374,2730.760,0.036,0.023
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,330,204528.499,2665988.680,120.55273119,24.09835935,10.904,2,3.702,3.637,0.000,0.000,有,1.804,1.371,5055.448,0.038,0.021
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,340,204538.320,2665990.633,120.55282772,24.09837727,10.919,2,3.662,3.669,0.000,0.000,有,1.861,1.369,1092.770,0.039,0.020
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,350,204548.178,2665992.620,120.55292463,24.09839549,10.991,2,3.648,3.677,0.000,0.000,無,0.000,1.360,2663.091,0.039,0.020
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,360,204557.978,2665994.688,120.55302096,24.09841445,11.043,2,3.656,3.659,0.000,0.000,無,0.000,1.356,1378.119,0.039,0.016
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,370,204567.758,2665996.812,120.55311708,24.09843391,10.979,2,3.646,3.690,0.000,0.000,無,0.000,1.349,1625.007,0.041,0.024
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,380,204577.564,2665999.023,120.55321347,24.09845416,10.962,2,3.670,3.634,0.000,0.000,有,1.921,1.342,348.236,0.042,0.031
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,390,204587.425,2666001.386,120.55331039,24.09847577,10.905,2,3.656,3.705,0.000,0.000,有,1.828,1.313,405.058,0.041,0.038
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,400,204597.248,2666003.924,120.55340693,24.09849897,10.959,2,3.623,3.693,0.000,0.000,有,0.251,1.289,279.211,0.041,0.046
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,410,204606.985,2666006.765,120.55350261,24.09852490,10.959,2,3.595,3.724,0.000,0.000,無,0.000,1.253,215.516,0.040,0.054
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,420,204616.835,2666009.988,120.55359939,24.09855429,10.953,2,3.629,3.702,0.000,0.000,無,0.000,1.207,244.950,0.041,0.062
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,430,204626.433,2666013.533,120.55369369,24.09858657,10.986,2,3.610,3.691,0.000,0.000,無,0.000,1.166,199.901,0.039,0.069
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,440,204635.876,2666017.620,120.55378645,24.09862375,10.976,2,3.641,3.679,0.000,0.000,有,1.972,1.116,194.973,0.037,0.074
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,450,204645.019,2666022.134,120.55387623,24.09866477,10.899,2,3.565,3.726,0.000,0.000,有,1.872,1.065,154.806,0.037,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,460,204654.143,2666027.316,120.55396582,24.09871182,10.923,2,3.650,3.661,0.000,0.000,無,0.000,1.000,155.136,0.039,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,470,204662.831,2666032.937,120.55405110,24.09876282,10.891,2,3.635,3.684,0.000,0.000,無,0.000,0.935,170.309,0.036,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,480,204671.290,2666039.033,120.55413410,24.09881810,10.880,2,3.611,3.687,0.000,0.000,無,0.000,0.877,175.301,0.035,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,490,204679.235,2666045.586,120.55421206,24.09887750,10.894,2,3.681,3.668,0.000,0.000,無,0.000,0.820,207.333,0.031,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,500,204686.784,2666052.580,120.55428609,24.09894087,10.919,2,3.661,3.711,0.000,0.000,有,1.950,0.772,161.237,0.029,0.076
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,510,204693.983,2666060.075,120.55435666,24.09900875,10.930,2,3.686,3.697,0.000,0.000,有,1.839,0.710,164.923,0.025,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,520,204700.692,2666067.892,120.55442241,24.09907952,10.906,2,3.708,3.662,0.000,0.000,無,0.000,0.649,168.256,0.020,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,530,204707.013,2666076.247,120.55448432,24.09915514,10.887,2,3.714,3.711,0.000,0.000,無,0.000,0.589,213.040,0.016,0.080
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,540,204712.753,2666084.635,120.55454051,24.09923104,10.916,2,3.648,3.658,0.000,0.000,無,0.000,0.543,159.783,0.015,0.080
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,550,204717.999,2666093.498,120.55459184,24.09931122,10.941,2,3.646,3.695,0.000,0.000,無,0.000,0.480,163.145,0.012,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,560,204722.855,2666102.909,120.55463931,24.09939633,10.911,2,3.707,3.674,0.000,0.000,有,1.878,0.418,192.353,0.010,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,570,204727.094,2666112.379,120.55468071,24.09948196,10.891,2,3.692,3.676,0.000,0.000,有,1.849,0.367,160.845,0.009,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,580,204730.720,2666121.886,120.55471608,24.09956790,10.902,2,3.670,3.642,0.000,0.000,無,0.000,0.304,187.503,0.002,0.077
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,590,204733.869,2666131.901,120.55474674,24.09965842,10.883,2,3.750,3.601,0.000,0.000,無,0.000,0.251,208.829,0.000,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,600,204736.395,2666141.850,120.55477127,24.09974832,10.917,2,3.658,3.689,0.000,0.000,無,0.000,0.203,241.314,0.000,0.078
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,610,204738.768,2666152.061,120.55479429,24.09984059,11.303,3,3.627,3.879,0.111,0.000,無,0.000,0.162,202.408,-0.003,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,620,204740.796,2666161.918,120.55481393,24.09992965,12.039,3,3.667,3.790,0.862,0.000,有,2.028,0.112,166.557,-0.004,0.081
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,630,204742.280,2666172.172,120.55482822,24.10002228,12.722,3,3.673,3.630,1.749,0.000,有,2.000,0.052,1.606,-0.008,0.082
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,640,204743.175,2666182.569,120.55483669,24.10011617,13.426,3,3.686,3.669,2.393,0.000,無,0.000,6.277,176.890,-0.006,0.081
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,650,204743.479,2666193.034,120.55483935,24.10021067,14.069,3,3.654,3.704,3.120,0.000,無,0.000,6.221,129.368,-0.016,0.079
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,660,204742.949,2666203.643,120.55483381,24.10030645,14.579,3,3.651,3.686,3.659,0.000,無,0.000,6.143,150.299,-0.025,0.078
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,670,204741.334,2666214.214,120.55481759,24.10040185,14.551,3,3.639,3.665,3.761,0.000,有,1.735,6.077,260.098,-0.029,0.071
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,680,204739.303,2666224.202,120.55479731,24.10049198,14.577,3,3.629,3.721,3.614,0.000,有,1.849,6.038,270.316,-0.031,0.061
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,690,204736.731,2666234.217,120.55477170,24.10058233,14.514,3,3.628,3.724,3.652,0.000,無,0.000,6.001,369.652,-0.036,0.051
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,700,204733.875,2666243.993,120.55474330,24.10067052,14.513,3,3.691,3.684,3.642,0.000,無,0.000,5.974,365.975,-0.033,0.043
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,710,204730.769,2666253.813,120.55471245,24.10075909,14.559,3,3.651,3.692,3.655,0.000,無,0.000,5.947,938.285,-0.032,0.034
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,720,204727.519,2666263.367,120.55468018,24.10084527,14.600,3,3.644,3.700,3.648,0.000,無,0.000,5.936,1103.341,-0.033,0.024
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,730,204724.074,2666272.864,120.55464599,24.10093092,14.614,3,3.691,3.664,3.622,0.000,無,0.000,5.927,1684.458,-0.034,0.014
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,740,204720.513,2666282.248,120.55461068,24.10101554,14.572,3,3.653,3.698,3.626,0.000,無,0.000,5.921,4117.646,-0.033,0.005
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,750,204716.979,2666291.659,120.55457562,24.10110042,14.602,3,3.662,3.709,3.636,0.000,無,0.000,5.919,1402.629,-0.032,-0.001
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,760,204713.474,2666300.978,120.55454085,24.10118446,14.614,3,3.686,3.683,3.648,0.000,無,0.000,5.926,810.035,-0.029,-0.009
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,770,204710.023,2666310.292,120.55450662,24.10126846,14.609,3,3.671,3.671,3.648,0.000,無,0.000,5.938,967.535,-0.024,-0.017
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,780,204706.679,2666319.590,120.55447343,24.10135232,14.619,3,3.634,3.676,3.643,0.000,無,0.000,5.949,570.810,-0.020,-0.024
2022/8/30,國道一號,N0010,往北,192K+000,192000,100192NE00A,13,彰化系統交流道,北出,出,柔性,790,204703.457,2666328.914,120.55444145,24.10143641,14.625,3,3.632,3.677,3.666,0.000,無,0.000,5.966,1366.891,-0.017,-0.034
