調查日期,國道名稱,國道編號,方向 ,樁號,里程,匝道編號,匝道編號 (舊),交流道名稱,匝道中文描述,出入國道,鋪面種類,與匝道起點距離,原始坐標E,原始坐標N,經緯度坐標Lon,經緯度坐標Lat,路幅寬,車道數,車道1寬,車道2寬,車道3寬,車道4寬,槽化區,槽化區寬,方位角,曲率半徑,縱向坡度,橫向坡度
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,320,206458.226,2615700.867,120.57320313,23.64434109,9.023,1,4.552,0.000,0.000,0.000,無,0.000,0.145,1945.181,-0.040,-0.012
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,330,206459.639,2615710.793,120.57321668,23.64443075,8.999,1,4.534,0.000,0.000,0.000,無,0.000,0.140,1692.067,-0.042,-0.012
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,340,206461.021,2615720.697,120.57322994,23.64452022,9.027,1,4.586,0.000,0.000,0.000,無,0.000,0.134,2526.887,-0.043,-0.010
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,350,206462.333,2615730.654,120.57324252,23.64461017,9.063,1,4.742,0.000,0.000,0.000,無,0.000,0.130,2892.169,-0.043,-0.014
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,360,206463.942,2615740.534,120.57325799,23.64469942,9.472,2,4.625,0.250,0.000,0.000,無,0.000,0.127,815.226,-0.043,-0.016
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,370,206465.392,2615750.507,120.57327192,23.64478952,9.788,2,4.485,0.603,0.000,0.000,無,0.000,0.114,1559.659,-0.045,-0.009
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,380,206466.760,2615760.416,120.57328503,23.64487903,10.114,2,4.498,0.928,0.000,0.000,無,0.000,0.121,526.272,-0.046,-0.009
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,390,206468.036,2615770.375,120.57329725,23.64496899,10.423,2,4.511,1.281,0.000,0.000,無,0.000,0.102,1211.507,-0.047,-0.007
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,400,206469.294,2615780.369,120.57330929,23.64505927,10.761,2,4.476,1.636,0.000,0.000,無,0.000,0.093,957.639,-0.048,-0.001
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,410,206470.439,2615790.370,120.57332022,23.64514960,11.032,2,4.418,1.945,0.000,0.000,無,0.000,0.083,1816.213,-0.042,0.009
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,420,206471.511,2615800.315,120.57333043,23.64523943,11.466,2,4.479,2.223,0.000,0.000,無,0.000,0.077,3834.452,-0.038,0.008
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,430,206472.476,2615810.318,120.57333960,23.64532979,11.843,2,4.490,2.520,0.000,0.000,無,0.000,0.080,543.706,-0.035,0.007
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,440,206473.358,2615820.192,120.57334796,23.64541897,12.153,2,4.448,2.905,0.000,0.000,無,0.000,0.062,786.753,-0.028,0.009
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,450,206473.823,2615830.375,120.57335222,23.64551093,12.164,2,4.435,3.274,0.000,0.000,無,0.000,0.049,1931.561,-0.022,0.011
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,460,206474.500,2615840.432,120.57335855,23.64560176,12.450,2,4.461,3.568,0.000,0.000,無,0.000,0.044,1.611,-0.018,0.009
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,470,206475.136,2615850.438,120.57336450,23.64569213,12.769,2,4.436,3.896,0.000,0.000,無,0.000,6.252,131.275,-0.015,0.006
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,480,206475.868,2615861.894,120.57337134,23.64579559,13.436,2,4.535,4.330,0.000,0.000,無,0.000,6.177,1.620,-0.012,0.006
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,490,206469.437,2615870.518,120.57330805,23.64587330,6.561,1,4.451,0.000,0.000,0.000,有,0.019,0.024,74541.620,-0.006,0.024
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,500,206469.678,2615880.515,120.57331012,23.64596357,6.573,1,4.461,0.000,0.000,0.000,有,0.187,0.024,148686.300,-0.004,0.020
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,510,206469.931,2615890.512,120.57331231,23.64605384,6.556,1,4.482,0.000,0.000,0.000,有,0.697,0.024,83626.600,-0.004,0.013
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,520,206471.204,2615900.484,120.57332449,23.64614393,7.603,1,4.480,0.000,0.000,0.000,無,0.000,0.024,4529.276,-0.003,0.005
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,530,206471.434,2615910.482,120.57332645,23.64623421,7.590,1,4.497,0.000,0.000,0.000,無,0.000,0.026,,-0.001,0.007
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0L0,63,古坑交流道,北出,出,柔性,537.949,206460.459,2615918.742,120.57321864,23.64630850,11.086,1,4.521,0.000,0.000,0.000,無,0.000,0.000,,,0.023
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,0,206469.396,2615868.836,120.57330770,23.64585810,6.831,1,4.507,0.000,0.000,0.000,有,0.000,0.057,159.616,-0.009,-0.002
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,10,206476.785,2615878.375,120.57337985,23.64594444,6.901,1,4.623,0.000,0.000,0.000,有,0.120,0.119,59.889,-0.010,-0.015
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,20,206478.008,2615887.661,120.57339156,23.64602832,7.092,1,4.762,0.000,0.000,0.000,有,0.577,0.286,43.479,-0.012,-0.025
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,30,206480.660,2615896.327,120.57341730,23.64610664,8.751,1,4.960,0.000,0.000,0.000,有,1.439,0.509,40.336,-0.001,-0.027
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,40,206485.015,2615904.008,120.57345976,23.64617611,8.307,1,5.014,0.000,0.000,0.000,無,0.000,0.763,42.713,0.022,-0.018
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,50,206490.929,2615910.245,120.57351755,23.64623259,8.338,1,5.092,0.000,0.000,0.000,無,0.000,0.997,,0.039,-0.019
2022/8/16,國道三號,N0030,往北,271K+000,271000,300271NE0R0,13,古坑交流道,北出,出,柔性,59.11,206493.873,2615922.977,120.57354603,23.64634764,8.627,1,4.938,0.000,0.000,0.000,有,0.000,0.000,,,-0.026
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,0,206400.852,2615913.258,120.57263453,23.64625737,13.041,1,7.264,0.000,0.000,0.000,無,0.000,3.200,1300.419,0.016,-0.023
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,10,206389.385,2615903.889,120.57252241,23.64617246,7.154,1,4.472,0.000,0.000,0.000,無,0.000,3.193,2151.241,0.030,-0.004
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,20,206388.924,2615893.900,120.57251818,23.64608225,7.310,1,4.494,0.000,0.000,0.000,無,0.000,3.188,1741.933,0.034,-0.010
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,30,206389.472,2615883.846,120.57252385,23.64599148,6.475,1,4.522,0.000,0.000,0.000,有,1.141,3.182,948.275,0.038,0.010
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,40,206389.099,2615873.836,120.57252049,23.64590109,6.530,1,4.464,0.000,0.000,0.000,有,0.298,3.172,539.292,0.038,0.012
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,50,206388.796,2615863.813,120.57251781,23.64581057,6.535,1,4.460,0.000,0.000,0.000,有,0.079,3.190,96.313,0.041,0.017
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,60,206381.746,2615855.129,120.57244896,23.64573197,13.516,1,8.855,0.000,0.000,0.000,無,0.000,3.294,90.018,0.041,-0.008
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,70,206381.987,2615844.975,120.57245163,23.64564029,13.079,1,8.449,0.000,0.000,0.000,無,0.000,3.183,179.444,0.041,0.000
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,80,206382.229,2615833.910,120.57245432,23.64554038,12.607,1,8.119,0.000,0.000,0.000,無,0.000,3.127,2303.748,0.042,0.005
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,90,206382.461,2615823.761,120.57245689,23.64544874,12.287,1,7.851,0.000,0.000,0.000,無,0.000,3.123,5815.101,0.042,0.011
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,100,206382.804,2615813.823,120.57246054,23.64535901,11.950,1,7.495,0.000,0.000,0.000,無,0.000,3.121,2631.066,0.043,0.014
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,110,206383.287,2615803.792,120.57246557,23.64526845,11.541,1,7.112,0.000,0.000,0.000,無,0.000,3.117,1209.749,0.044,0.017
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,120,206383.705,2615793.799,120.57246996,23.64517823,11.262,1,6.816,0.000,0.000,0.000,無,0.000,3.109,3635.055,0.040,0.008
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,130,206384.161,2615783.777,120.57247473,23.64508774,10.972,1,6.524,0.000,0.000,0.000,無,0.000,3.112,9252.905,0.040,-0.007
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,140,206384.673,2615773.788,120.57248004,23.64499756,10.669,1,6.172,0.000,0.000,0.000,無,0.000,3.111,6716.098,0.041,-0.013
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,150,206385.179,2615763.786,120.57248529,23.64490725,10.261,1,5.833,0.000,0.000,0.000,無,0.000,3.109,1581.329,0.042,-0.015
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,160,206385.695,2615753.797,120.57249064,23.64481707,9.912,1,5.498,0.000,0.000,0.000,無,0.000,3.103,548628.700,0.042,-0.020
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,170,206386.241,2615743.716,120.57249629,23.64472606,9.499,1,5.147,0.000,0.000,0.000,無,0.000,3.103,971.407,0.040,-0.024
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,180,206386.709,2615733.850,120.57250116,23.64463698,9.196,1,4.803,0.000,0.000,0.000,無,0.000,3.113,1963.979,0.037,-0.019
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,190,206387.162,2615723.764,120.57250590,23.64454592,8.930,1,4.493,0.000,0.000,0.000,無,0.000,3.118,921.505,0.032,-0.011
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,200,206387.349,2615713.896,120.57250802,23.64445682,8.902,1,4.455,0.000,0.000,0.000,無,0.000,3.129,4745.682,0.029,-0.018
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,210,206387.496,2615703.935,120.57250976,23.64436688,8.891,1,4.500,0.000,0.000,0.000,無,0.000,3.131,31561.040,0.028,-0.021
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,220,206387.572,2615693.936,120.57251080,23.64427659,8.943,1,4.519,0.000,0.000,0.000,無,0.000,3.131,1824.959,0.027,-0.017
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,230,206387.683,2615683.937,120.57251218,23.64418631,8.851,1,4.501,0.000,0.000,0.000,無,0.000,3.137,1173.618,0.026,-0.015
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,240,206387.757,2615673.977,120.57251320,23.64409637,8.758,1,4.504,0.000,0.000,0.000,無,0.000,3.145,2169.653,0.021,-0.019
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,250,206387.700,2615664.022,120.57251293,23.64400648,8.587,1,4.520,0.000,0.000,0.000,無,0.000,3.150,9432.116,0.017,-0.025
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,260,206387.602,2615654.025,120.57251226,23.64391620,8.587,1,4.525,0.000,0.000,0.000,無,0.000,3.151,1163.559,0.015,-0.031
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,270,206387.499,2615644.030,120.57251154,23.64382595,8.595,1,4.532,0.000,0.000,0.000,無,0.000,3.160,1685.667,0.012,-0.038
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,280,206387.354,2615634.097,120.57251042,23.64373625,8.603,1,4.564,0.000,0.000,0.000,無,0.000,3.166,1302.352,0.010,-0.033
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,290,206387.095,2615624.130,120.57250817,23.64364625,8.646,1,4.640,0.000,0.000,0.000,無,0.000,3.173,10517.290,0.009,-0.031
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,300,206386.822,2615614.140,120.57250578,23.64355603,8.689,1,4.612,0.000,0.000,0.000,無,0.000,3.174,890.739,0.010,-0.032
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,310,206386.453,2615604.202,120.57250246,23.64346628,6.872,1,4.604,0.000,0.000,0.000,有,2.013,3.186,3253.171,0.004,-0.033
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,320,206386.035,2615594.210,120.57249866,23.64337605,6.851,1,4.566,0.000,0.000,0.000,有,1.738,3.189,2093.610,0.005,-0.037
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,330,206385.451,2615584.263,120.57249322,23.64328622,6.966,1,4.563,0.000,0.000,0.000,有,1.495,3.193,1287.100,0.006,-0.045
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,340,206384.946,2615574.291,120.57248856,23.64319616,6.959,1,4.588,0.000,0.000,0.000,有,1.295,3.201,1407.283,0.005,-0.042
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,350,206384.423,2615564.359,120.57248373,23.64310646,6.864,1,4.555,0.000,0.000,0.000,有,1.195,3.208,2616.843,0.006,-0.041
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,360,206383.846,2615554.375,120.57247837,23.64301629,6.772,1,4.517,0.000,0.000,0.000,有,1.019,3.212,1331.063,0.006,-0.040
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,370,206383.152,2615544.450,120.57247186,23.64292666,6.756,1,4.496,0.000,0.000,0.000,有,0.890,3.220,2331.583,0.006,-0.035
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,380,206382.360,2615534.485,120.57246438,23.64283665,6.774,1,4.515,0.000,0.000,0.000,有,0.821,3.224,2172.974,0.005,-0.029
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,390,206381.511,2615524.558,120.57245635,23.64274699,6.798,1,4.495,0.000,0.000,0.000,有,0.807,3.228,1505.552,0.005,-0.030
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,400,206380.671,2615514.624,120.57244841,23.64265726,6.763,1,4.477,0.000,0.000,0.000,有,0.722,3.235,2704.408,0.005,-0.026
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,410,206379.739,2615504.667,120.57243957,23.64256733,6.769,1,4.491,0.000,0.000,0.000,有,0.623,3.239,1178.828,0.005,-0.024
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,420,206378.755,2615494.771,120.57243021,23.64247795,6.783,1,4.477,0.000,0.000,0.000,有,0.486,3.247,2291.878,0.004,-0.026
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,430,206377.708,2615484.826,120.57242024,23.64238812,6.802,1,4.522,0.000,0.000,0.000,有,0.335,3.252,1919.078,0.005,-0.028
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,440,206376.631,2615474.909,120.57240998,23.64229854,6.777,1,4.521,0.000,0.000,0.000,有,0.259,3.257,5831.931,0.005,-0.023
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,450,206375.449,2615465.014,120.57239868,23.64220916,6.801,1,4.490,0.000,0.000,0.000,有,0.158,3.259,1146.715,0.002,-0.020
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,460,206374.179,2615455.073,120.57238653,23.64211936,6.920,1,4.538,0.000,0.000,0.000,有,0.044,3.267,,-0.001,-0.017
2022/8/16,國道三號,N0030,往南,271K+000,271000,300271SI0L0,62,古坑交流道,南入,入,柔性,463.105,206380.699,2615451.144,120.57245055,23.64208405,6.979,1,4.616,0.000,0.000,0.000,有,0.000,0.000,,,-0.013
