調查日期,國道名稱,國道編號,方向,樁號,里程,原始坐標E,原始坐標N,經緯度坐標Lon,經緯度坐標Lat,鋪面種類,路幅寬,全路幅寬,車道數,車道1寬,車道2寬,車道3寬,車道4寬,車道5寬,車道6寬,槽化區,槽化區寬,內路肩,內路肩寬,外路肩,外路肩寬,輔助車道1,輔助車道1寬,輔助車道2,輔助車道2寬,輔助車道3,輔助車道3寬,避車彎,曲率半徑,縱向坡度,橫向坡度
2022/8/17,國道一號,N0010,往北,252K+950,252950,192028.844,2609586.986,120.4320089,23.58868155,柔性,15.067,15.067,3,3.651,3.64,3.691,0,0,0,無,0,有,0.817,有,3.268,無,0,無,0,無,0,無,6364.005,-0.003,-0.025
2022/8/17,國道一號,N0010,往北,253K+000,253000,192013.608,2609539.539,120.4318615,23.58825258,柔性,15.048,15.048,3,3.651,3.673,3.652,0,0,0,無,0,有,0.818,有,3.253,無,0,無,0,無,0,無,8492.312,-0.004,-0.024
2022/8/17,國道一號,N0010,往北,253K+050,253050,191994.963,2609492.928,120.4316806,23.58783103,柔性,15.054,15.054,3,3.706,3.685,3.67,0,0,0,無,0,有,0.69,有,3.303,無,0,無,0,無,0,無,6036.612,-0.003,-0.023
2022/8/17,國道一號,N0010,往北,253K+100,253100,191977.692,2609445.805,120.4315133,23.5874049,柔性,15.086,15.086,3,3.672,3.591,3.698,0,0,0,無,0,有,0.806,有,3.319,無,0,無,0,無,0,無,10772.62,-0.001,-0.02
2022/8/17,國道一號,N0010,往北,253K+150,253150,191959.649,2609398.32,120.4313383,23.58697549,柔性,15.261,15.261,3,3.684,3.597,3.732,0,0,0,無,0,有,0.799,有,3.449,無,0,無,0,無,0,無,8048.077,-0.001,-0.021
2022/8/17,國道一號,N0010,往北,253K+200,253200,191941.519,2609350.813,120.4311625,23.58654586,柔性,15.213,15.213,3,3.668,3.625,3.67,0,0,0,無,0,有,1.034,有,3.217,無,0,無,0,無,0,無,7354.336,-0.001,-0.018
2022/8/17,國道一號,N0010,往北,253K+250,253250,191922.927,2609304.791,120.4309822,23.58612964,柔性,15.081,15.081,3,3.64,3.68,3.605,0,0,0,無,0,有,0.805,有,3.35,無,0,無,0,無,0,無,5757.737,0.003,-0.02
2022/8/17,國道一號,N0010,往北,253K+300,253300,191904.732,2609258.594,120.4308057,23.58571185,柔性,15.153,15.153,3,3.67,3.667,3.711,0,0,0,無,0,有,0.781,有,3.324,無,0,無,0,無,0,無,12931.4,0.002,-0.023
2022/8/17,國道一號,N0010,往北,253K+350,253350,191885.531,2609212.46,120.4306194,23.58529459,柔性,15.127,15.127,3,3.681,3.725,3.599,0,0,0,無,0,有,0.775,有,3.347,無,0,無,0,無,0,無,5890.703,0.003,-0.022
2022/8/17,國道一號,N0010,往北,253K+400,253400,191866.533,2609166.242,120.4304351,23.58487657,柔性,15.04,15.04,3,3.661,3.671,3.687,0,0,0,無,0,有,0.775,有,3.246,無,0,無,0,無,0,無,9210.506,0.004,-0.027
2022/8/17,國道一號,N0010,往北,253K+450,253450,191845.859,2609118.574,120.4302344,23.58444541,柔性,14.99,14.99,3,3.668,3.62,3.744,0,0,0,無,0,有,0.754,有,3.205,無,0,無,0,無,0,無,7116.863,0.006,-0.027
2022/8/17,國道一號,N0010,往北,253K+500,253500,191825.501,2609070.758,120.4300368,23.58401291,柔性,14.988,14.988,3,3.663,3.686,3.716,0,0,0,無,0,有,0.781,有,3.141,無,0,無,0,無,0,無,8419.132,0.006,-0.024
2022/8/17,國道一號,N0010,往北,253K+550,253550,191805.877,2609027.003,120.4298463,23.58361712,柔性,15.029,15.029,3,3.68,3.58,3.755,0,0,0,無,0,有,0.812,有,3.202,無,0,無,0,無,0,無,7060.633,0.008,-0.027
2022/8/17,國道一號,N0010,往北,253K+600,253600,191786.515,2608983.078,120.4296583,23.5832198,柔性,14.899,14.899,3,3.677,3.644,3.677,0,0,0,無,0,有,0.777,有,3.123,無,0,無,0,無,0,無,8591.518,0.009,-0.024
2022/8/17,國道一號,N0010,往北,253K+650,253650,191765.3,2608937.237,120.4294522,23.58280511,柔性,14.88,14.88,3,3.683,3.678,3.582,0,0,0,無,0,有,0.816,有,3.122,無,0,無,0,無,0,無,9448.703,0.009,-0.027
2022/8/17,國道一號,N0010,往北,253K+700,253700,191744.634,2608891.117,120.4292516,23.58238792,柔性,14.959,14.959,3,3.668,3.689,3.648,0,0,0,無,0,有,0.74,有,3.213,無,0,無,0,無,0,無,10324.83,0.01,-0.024
2022/8/17,國道一號,N0010,往北,253K+750,253750,191723.129,2608846.038,120.4290426,23.5819801,柔性,14.942,14.942,3,3.674,3.716,3.546,0,0,0,無,0,有,0.816,有,3.19,無,0,無,0,無,0,無,8652.656,0.01,-0.023
2022/8/17,國道一號,N0010,往北,253K+800,253800,191702.246,2608800.625,120.4288398,23.58156928,柔性,14.954,14.954,3,3.663,3.667,3.665,0,0,0,無,0,有,0.769,有,3.191,無,0,無,0,無,0,無,18879.65,0.011,-0.023
2022/8/17,國道一號,N0010,往北,253K+850,253850,191680.379,2608755.674,120.4286274,23.58116261,柔性,14.963,14.963,3,3.649,3.616,3.706,0,0,0,無,0,有,0.835,有,3.157,無,0,無,0,無,0,無,10195.7,0.011,-0.022
2022/8/17,國道一號,N0010,往北,253K+900,253900,191659.028,2608710.453,120.42842,23.58075351,柔性,14.977,14.977,3,3.659,3.608,3.735,0,0,0,無,0,有,0.82,有,3.155,無,0,無,0,無,0,無,15697.79,0.009,-0.025
2022/8/17,國道一號,N0010,往北,253K+950,253950,191637.16,2608665.989,120.4282075,23.58035123,柔性,15.058,15.058,3,3.694,3.608,3.691,0,0,0,無,0,有,0.842,有,3.223,無,0,無,0,無,0,無,10014.44,0.008,-0.024
2022/8/17,國道一號,N0010,往北,254K+000,254000,191616.502,2608620.938,120.4280068,23.57994368,柔性,14.959,14.959,3,3.624,3.692,3.706,0,0,0,無,0,有,0.786,有,3.152,無,0,無,0,無,0,無,24521.77,0.007,-0.023
2022/8/17,國道一號,N0010,往北,254K+050,254050,191593.416,2608577.231,120.4277824,23.5795482,柔性,14.962,14.962,3,3.633,3.695,3.64,0,0,0,無,0,有,0.811,有,3.183,無,0,無,0,無,0,無,8135.77,0.005,-0.024
2022/8/17,國道一號,N0010,往北,254K+100,254100,191571.777,2608532.805,120.4275721,23.57914627,柔性,14.997,14.997,3,3.635,3.669,3.69,0,0,0,無,0,有,0.776,有,3.227,無,0,無,0,無,0,無,35826.55,0.004,-0.023
2022/8/17,國道一號,N0010,往北,254K+150,254150,191548.453,2608486.95,120.4273454,23.57873137,柔性,15.064,15.064,3,3.611,3.703,3.681,0,0,0,無,0,有,0.811,有,3.257,無,0,無,0,無,0,無,22701.21,0.003,-0.027
2022/8/17,國道一號,N0010,往北,254K+200,254200,191525.579,2608440.883,120.4271231,23.57831458,柔性,14.976,14.976,3,3.648,3.662,3.711,0,0,0,無,0,有,0.784,有,3.172,無,0,無,0,無,0,無,20081.33,0.001,-0.021
2022/8/17,國道一號,N0010,往北,254K+250,254250,191502.748,2608396.434,120.4269012,23.5779124,柔性,15.089,15.089,3,3.621,3.669,3.694,0,0,0,無,0,有,0.829,有,3.276,無,0,無,0,無,0,無,21604.7,0,-0.023
2022/8/17,國道一號,N0010,往北,254K+300,254300,191480.408,2608351.758,120.4266841,23.57750818,柔性,15.095,15.095,3,3.649,3.634,3.717,0,0,0,無,0,有,0.821,有,3.274,無,0,無,0,無,0,無,28427.06,-0.001,-0.025
2022/8/17,國道一號,N0010,往北,254K+350,254350,191457.814,2608308.323,120.4264645,23.57711516,柔性,14.999,14.999,3,3.638,3.683,3.667,0,0,0,無,0,有,0.815,有,3.197,無,0,無,0,無,0,無,230953.3,-0.002,-0.026
2022/8/17,國道一號,N0010,往北,254K+400,254400,191435.745,2608264.594,120.42625,23.57671951,柔性,14.963,14.963,3,3.639,3.669,3.679,0,0,0,無,0,有,0.808,有,3.167,無,0,無,0,無,0,無,24244.51,-0.004,-0.025
2022/8/17,國道一號,N0010,往北,254K+450,254450,191412.204,2608219.343,120.4260211,23.57631006,柔性,15.038,15.038,3,3.682,3.651,3.669,0,0,0,無,0,有,0.847,有,3.189,無,0,無,0,無,0,無,35596.48,-0.005,-0.024
2022/8/17,國道一號,N0010,往北,254K+500,254500,191389.23,2608173.813,120.4257979,23.57589811,柔性,14.998,14.998,3,3.647,3.672,3.662,0,0,0,無,0,有,0.804,有,3.213,無,0,無,0,無,0,無,75144.25,-0.006,-0.023
2022/8/17,國道一號,N0010,往北,254K+550,254550,191365.549,2608128.604,120.4255676,23.57548903,柔性,15.013,15.013,3,3.648,3.692,3.652,0,0,0,無,0,有,0.794,有,3.228,無,0,無,0,無,0,無,109337.8,-0.008,-0.025
2022/8/17,國道一號,N0010,往北,254K+600,254600,191342.47,2608083.102,120.4253433,23.57507733,柔性,14.973,14.973,3,3.647,3.665,3.684,0,0,0,無,0,有,0.806,有,3.172,無,0,無,0,無,0,無,88020.72,-0.009,-0.027
2022/8/17,國道一號,N0010,往北,254K+650,254650,191319.941,2608040.049,120.4251243,23.57468776,柔性,14.947,14.947,3,3.636,3.647,3.682,0,0,0,無,0,有,0.787,有,3.196,無,0,無,0,無,0,無,108387.2,-0.009,-0.025
2022/8/17,國道一號,N0010,往北,254K+700,254700,191297.948,2607996.734,120.4249106,23.57429585,柔性,15.046,15.046,3,3.695,3.661,3.683,0,0,0,無,0,有,0.767,有,3.24,無,0,無,0,無,0,無,362114.8,-0.008,-0.027
2022/8/17,國道一號,N0010,往北,254K+750,254750,191274.498,2607951.433,120.4246826,23.57388595,柔性,15.05,15.05,3,3.659,3.681,3.68,0,0,0,無,0,有,0.789,有,3.241,無,0,無,0,無,0,無,39882.1,-0.009,-0.026
2022/8/17,國道一號,N0010,往北,254K+800,254800,191251.522,2607905.914,120.4244593,23.57347409,柔性,15.057,15.057,3,3.671,3.686,3.637,0,0,0,無,0,有,0.784,有,3.279,無,0,無,0,無,0,無,29246.34,-0.008,-0.025
2022/8/17,國道一號,N0010,往北,254K+850,254850,191229.053,2607862.139,120.424241,23.57307801,柔性,15.169,15.169,3,3.641,3.721,3.661,0,0,0,無,0,有,0.819,有,3.327,無,0,無,0,無,0,無,44213.94,-0.008,-0.025
2022/8/17,國道一號,N0010,往北,254K+900,254900,191209.951,2607816.695,120.4240556,23.57266697,柔性,15.095,15.095,3,3.645,3.682,3.653,0,0,0,無,0,有,0.805,有,3.31,無,0,無,0,無,0,有,19409.51,-0.007,-0.025
2022/8/17,國道一號,N0010,往北,254K+950,254950,191184.423,2607773.803,120.4238072,23.57227874,柔性,15.02,15.02,3,3.638,3.667,3.636,0,0,0,無,0,有,0.798,有,3.282,無,0,無,0,無,0,無,15322.36,-0.006,-0.022
2022/8/17,國道一號,N0010,往北,255K+000,255000,191164.005,2607728.445,120.423609,23.57186844,柔性,15.102,15.102,3,3.659,3.667,3.688,0,0,0,無,0,有,0.793,有,3.295,無,0,無,0,無,0,無,17892.37,-0.005,-0.02
2022/8/17,國道一號,N0010,往北,255K+050,255050,191140.581,2607684.818,120.4233812,23.57147366,柔性,15.306,15.306,3,3.647,3.665,3.673,0,0,0,無,0,有,0.884,有,3.436,無,0,無,0,無,0,無,8426.414,-0.003,-0.028
2022/8/17,國道一號,N0010,往北,255K+100,255100,191119.031,2607640.266,120.4231719,23.57107058,柔性,15.25,15.25,3,3.648,3.676,3.64,0,0,0,無,0,有,1.11,有,3.176,無,0,無,0,無,0,無,15171.56,-0.005,-0.022
2022/8/17,國道一號,N0010,往北,255K+150,255150,191096.535,2607594.598,120.4229533,23.5706574,柔性,15.108,15.108,3,3.637,3.695,3.659,0,0,0,無,0,有,0.833,有,3.285,無,0,無,0,無,0,無,36516.46,0.001,-0.024
2022/8/17,國道一號,N0010,往北,255K+200,255200,191074.702,2607548.68,120.4227413,23.57024198,柔性,15.099,15.099,3,3.67,3.671,3.632,0,0,0,無,0,有,0.8,有,3.327,無,0,無,0,無,0,無,16633.47,0,-0.026
2022/8/17,國道一號,N0010,往北,255K+250,255250,191053.099,2607503.488,120.4225314,23.56983313,柔性,15.065,15.065,3,3.637,3.69,3.664,0,0,0,無,0,有,0.765,有,3.309,無,0,無,0,無,0,無,6574.89,0.001,-0.025
2022/8/17,國道一號,N0010,往北,255K+300,255300,191032.252,2607457.891,120.422329,23.56942064,柔性,15.036,15.036,3,3.618,3.724,3.635,0,0,0,無,0,有,0.753,有,3.306,無,0,無,0,無,0,無,9748.642,0.003,-0.023
2022/8/17,國道一號,N0010,往北,255K+350,255350,191011.104,2607412.608,120.4221236,23.56901099,柔性,15.137,15.137,3,3.634,3.698,3.647,0,0,0,無,0,有,0.791,有,3.367,無,0,無,0,無,0,無,8973.247,0.003,-0.023
2022/8/17,國道一號,N0010,往北,255K+400,255400,190990.877,2607366.898,120.4219273,23.56859751,柔性,15.168,15.168,3,3.65,3.639,3.732,0,0,0,無,0,有,0.816,有,3.332,無,0,無,0,無,0,無,7224.403,0.006,-0.026
2022/8/17,國道一號,N0010,往北,255K+450,255450,190970.712,2607322.252,120.4217315,23.56819364,柔性,15.107,15.107,3,3.645,3.666,3.743,0,0,0,無,0,有,0.802,有,3.251,無,0,無,0,無,0,無,5930.594,0.006,-0.029
2022/8/17,國道一號,N0010,往北,255K+500,255500,190951.484,2607277.195,120.421545,23.56778609,柔性,15.082,15.082,3,3.666,3.672,3.676,0,0,0,無,0,有,0.743,有,3.326,無,0,無,0,無,0,無,14084.46,0.006,-0.026
2022/8/17,國道一號,N0010,往北,255K+550,255550,190931.517,2607231.453,120.4213512,23.56737233,柔性,15.092,15.092,3,3.641,3.693,3.676,0,0,0,無,0,有,0.785,有,3.298,無,0,無,0,無,0,無,6184.975,0.01,-0.025
2022/8/17,國道一號,N0010,往北,255K+600,255600,190912.285,2607185.336,120.4211646,23.56695521,柔性,15.095,15.095,3,3.652,3.634,3.708,0,0,0,無,0,有,0.813,有,3.289,無,0,無,0,無,0,無,9158.252,0.008,-0.025
2022/8/17,國道一號,N0010,往北,255K+650,255650,190893.078,2607139.199,120.4209783,23.56653791,柔性,15.081,15.081,3,3.66,3.681,3.665,0,0,0,無,0,有,0.773,有,3.302,無,0,無,0,無,0,無,7065.256,0.01,-0.025
2022/8/17,國道一號,N0010,往北,255K+700,255700,190874.595,2607092.75,120.4207991,23.56611782,柔性,15.061,15.061,3,3.638,3.637,3.707,0,0,0,無,0,有,0.829,有,3.251,無,0,無,0,無,0,無,7243.903,0.01,-0.027
2022/8/17,國道一號,N0010,往北,255K+750,255750,190855.92,2607046.459,120.420618,23.56569914,柔性,15.137,15.137,3,3.635,3.716,3.699,0,0,0,無,0,有,0.814,有,3.273,無,0,無,0,無,0,無,7376.278,0.008,-0.029
2022/8/17,國道一號,N0010,往北,255K+800,255800,190838.112,2606999.82,120.4204454,23.56527736,柔性,15.106,15.106,3,3.653,3.69,3.657,0,0,0,無,0,有,0.795,有,3.31,無,0,無,0,無,0,無,8344.058,0.008,-0.028
2022/8/17,國道一號,N0010,往北,255K+850,255850,190820.014,2606953.26,120.4202699,23.56485628,柔性,15.098,15.098,3,3.65,3.682,3.646,0,0,0,無,0,有,0.788,有,3.333,無,0,無,0,無,0,無,6918.747,0.007,-0.026
2022/8/17,國道一號,N0010,往北,255K+900,255900,190802.855,2606906.352,120.4201037,23.56443209,柔性,15.11,15.11,3,3.658,3.659,3.672,0,0,0,無,0,有,0.8,有,3.32,無,0,無,0,無,0,無,7033.799,0.005,-0.027
2022/8/17,國道一號,N0010,往北,255K+950,255950,190785.398,2606859.559,120.4199345,23.56400893,柔性,15.154,15.154,3,3.663,3.663,3.661,0,0,0,無,0,有,0.809,有,3.357,無,0,無,0,無,0,無,8099.031,0.004,-0.028
2022/8/17,國道一號,N0010,往北,256K+000,256000,190769.364,2606812.242,120.4197794,23.56358109,柔性,15.067,15.067,3,3.633,3.645,3.701,0,0,0,無,0,有,0.803,有,3.284,無,0,無,0,無,0,無,7381.699,0.003,-0.025
2022/8/17,國道一號,N0010,往北,256K+050,256050,190751.609,2606765.258,120.4196073,23.56315619,柔性,15.073,15.073,3,3.656,3.663,3.655,0,0,0,無,0,有,0.786,有,3.312,無,0,無,0,無,0,無,33087.23,0.001,-0.025
2022/8/17,國道一號,N0010,往北,256K+100,256100,190734.968,2606717.852,120.4194462,23.56272752,柔性,15.118,15.118,3,3.655,3.726,3.604,0,0,0,無,0,有,0.806,有,3.327,無,0,無,0,無,0,無,67219.97,0,-0.024
2022/8/17,國道一號,N0010,往北,256K+150,256150,190716.651,2606667.072,120.4192688,23.56226833,柔性,15.152,15.152,3,3.671,3.691,3.673,0,0,0,無,0,有,0.803,有,3.313,無,0,無,0,無,0,無,89357.13,-0.001,-0.024
2022/8/17,國道一號,N0010,往北,256K+200,256200,190698.771,2606616.195,120.4190956,23.56180828,柔性,15.143,15.143,3,3.674,3.687,3.625,0,0,0,無,0,有,0.805,有,3.352,無,0,無,0,無,0,無,161222.7,-0.004,-0.026
2022/8/17,國道一號,N0010,往北,256K+250,256250,190683.154,2606572.919,120.4189444,23.56141694,柔性,15.272,15.272,3,3.704,3.665,3.662,0,0,0,無,0,有,0.82,有,3.42,無,0,無,0,無,0,無,135200.4,-0.006,-0.028
2022/8/17,國道一號,N0010,往北,256K+300,256300,190667.853,2606529.523,120.4187962,23.56102454,柔性,15.242,15.242,3,3.646,3.638,3.686,0,0,0,無,0,有,0.81,有,3.463,無,0,無,0,無,0,無,51065.43,-0.006,-0.026
2022/8/17,國道一號,N0010,往北,256K+350,256350,190651.36,2606482.621,120.4186365,23.56060042,柔性,15.626,15.626,4,3.668,3.632,3.757,0,0,0,無,0,有,0.778,無,1.879,加速車道,1.911,無,0,無,0,無,2303.963,-0.007,-0.025
